"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_desc","stop_timezone","wheelchair_boarding","level_id","platform_code"
"1038-F01807","F01807","Sibrik Miklós út","47.4672","19.152392","","","0","","","","1","",""
"1038-F01808","F01808","Izraelita temető","47.479379","19.177889","","","0","","","","2","",""
"1038-F01810","F01810","Izraelita temető","47.478911","19.177808","","","0","","","","2","",""
"1038-F01811","F01811","Izraelita temető","47.479496","19.177664","","","0","","","","2","",""
"1038-F01812","F01812","Meténg utca","47.484712","19.178751","","","0","","","","2","",""
"1038-F01813","F01813","Meténg utca","47.484442","19.178459","","","0","","","","2","",""
"1038-F01814","F01814","Fővárosi Kertészet","47.489354","19.177754","","","0","","","","2","",""
"1038-F01815","F01815","Fővárosi Kertészet","47.489382","19.176958","","","0","","","","1","",""
"1038-F01816","F01816","Díszítő üzem","47.488331","19.18363","","","0","","","","1","",""
"1038-F01817","F01817","Díszítő üzem","47.488214","19.183709","","","0","","","","1","",""
"1038-F01818","F01818","Tárna utca","47.489351","19.163755","","","0","","","","1","",""
"1038-F01819","F01819","Tárna utca","47.489395","19.164724","","","0","","","","1","",""
"1038-F01822","F01822","Téglavető utca","47.489579","19.160385","","","0","","","","1","",""
"1038-F01823","F01823","Téglavető utca","47.489823","19.159045","","","0","","","","1","",""
"1038-F01824","F01824","Orion","47.489834","19.156564","","","0","","","","1","",""
"1038-F01825","F01825","Orion","47.490115","19.154839","","","0","","","","1","",""
"1038-F01826","F01826","Ónodi utca","47.489255","19.136145","","","0","","","","1","",""
"1038-F01827","F01827","Ónodi utca","47.488626","19.135241","","","0","","","","1","",""
"1038-F01829","F01829","Kocka utca","47.484879","19.15597","","","0","","","","2","",""
"1038-F01830","F01830","Kocka utca","47.484933","19.155718","","","0","","","","2","",""
"1038-F01831","F01831","Kocka utca","47.484915","19.155466","","","0","","","","1","",""
"1038-F01832","F01832","Kocka utca","47.484708","19.155969","","","0","","","","2","",""
"1038-F01833","F01833","Bajcsy-Zsilinszky Kórház","47.480034","19.16201","","","0","","","","1","",""
"1038-F01834","F01834","Bajcsy-Zsilinszky Kórház","47.479656","19.162725","","","0","","","","1","",""
"1038-F01835","F01835","Bajcsy-Zsilinszky Kórház","47.480034","19.162209","","","0","","","","1","",""
"1038-F01836","F01836","Bajcsy-Zsilinszky Kórház","47.479773","19.162739","","","0","","","","1","",""
"1038-F01837","F01837","Kocka utca","47.481834","19.151492","","","0","","","","1","",""
"1038-F01838","F01838","Szlávy utca","47.480649","19.148929","","","0","","","","1","",""
"1038-F01839","F01839","Szlávy utca","47.475709","19.141319","","","0","","","","1","",""
"1038-F01840","F01840","Szlávy utca","47.475357","19.142127","","","0","","","","1","",""
"1038-F01841","F01841","Újhegyi sétány","47.471669","19.163159","","","0","","","","1","",""
"1038-F01842","F01842","Újhegyi sétány","47.470813","19.16451","","","0","","","","1","",""
"1038-F01843","F01843","Bányató utca","47.468748","19.160964","","","0","","","","1","",""
"1038-F01844","F01844","Bányató utca","47.469234","19.160501","","","0","","","","1","",""
"1038-F01845","F01845","Tavas utca","47.471458","19.166608","","","0","","","","1","",""
"1038-F01846","F01846","Rézvirág utca","47.486265","19.202373","","","0","","","","1","",""
"1038-F01847","F01847","Rézvirág utca","47.486075","19.203793","","","0","","","","1","",""
"1038-F01848","F01848","Dombhát utca","47.486012","19.209442","","","0","","","","1","",""
"1038-F01849","F01849","Dombhát utca","47.485832","19.209909","","","0","","","","1","",""
"1038-F01850","F01850","Gépmadár utca","47.502308","19.147484","","","0","","","","1","",""
"1038-F01851","F01851","Gépmadár utca","47.502174","19.147311","","","0","","","","1","",""
"1038-F01852","F01852","Pilisi utca","47.50217","19.160584","","","0","","","","1","",""
"1038-F01853","F01853","Pilisi utca","47.502223","19.161752","","","0","","","","1","",""
"1038-F01854","F01854","Gépmadár park","47.504414","19.146214","","","0","","","","1","",""
"1038-F01855","F01855","Gépmadár park","47.504233","19.146983","","","0","","","","1","",""
"1038-F01856","F01856","Pongrácz úti lakótelep","47.491221","19.120286","","","0","","","","2","",""
"1038-F01857","F01857","Pongrácz úti lakótelep","47.491293","19.119782","","","0","","","","2","",""
"1038-F01858","F01858","Hungaropharma","47.481847","19.20447","","","0","","","","1","",""
"1038-F01859","F01859","Hungaropharma","47.482352","19.203344","","","0","","","","1","",""
"1038-F01860","F01860","Fehér úti ipari park","47.499537","19.137432","","","0","","","","1","",""
"1038-F01862","F01862","Fehér úti ipari park","47.499904","19.137357","","","0","","","","1","",""
"1038-F01863","F01863","Fehér úti ipari park","47.499544","19.137569","","","0","","","","1","",""
"1038-F01864","F01864","Aluljáró (Rézvirág utca)","47.486714","19.203211","","","0","","","","1","",""
"1038-F01865","F01865","Aluljáró (Rézvirág utca)","47.486625","19.202759","","","0","","","","1","",""
"1038-F01866","F01866","Új köztemető (Kozma utca)","47.475097","19.178223","","","0","","","","2","",""
"1038-F01867","F01867","Új köztemető (Kozma utca)","47.47463","19.178129","","","0","","","","2","",""
"1038-F01868","F01868","Tűzoltóság","47.478965","19.20015","","","0","","","","2","",""
"1038-F01869","F01869","Tűzoltóság","47.479037","19.20023","","","0","","","","2","",""
"1038-F01870","F01870","Felsőcsatári út","47.458041","19.176425","","","0","","","","1","",""
"1038-F01872","F01872","Kollégium","47.483985","19.192495","","","0","","","","2","",""
"1038-F01873","F01873","Kollégium","47.483804","19.192787","","","0","","","","2","",""
"1038-F01874","F01874","Ezüstfa utca","47.479762","19.195933","","","0","","","","2","",""
"1038-F01875","F01875","Csillagvirág utca","47.479906","19.196119","","","0","","","","2","",""
"1038-F01878","F01878","Pöttyös utca","47.468557","19.117532","","","0","1038-CSF01878","","","1","",""
"1038-F01879","F01879","Pöttyös utca","47.467939","19.118838","","","0","1038-CSF01878","","","1","",""
"1038-F01880","F01880","Kamaraerdő","47.435898","18.978643","","","0","","","","2","",""
"1038-F01883","F01883","Idősek Otthona","47.43758","18.979164","","","0","","","","1","",""
"1038-F01884","F01884","Idősek Otthona","47.437886","18.979177","","","0","","","","1","",""
"1038-F01885","F01885","Kamaraerdei Ifjúsági Park","47.44116","18.97949","","","0","","","","2","",""
"1038-F01886","F01886","Kamaraerdei Ifjúsági Park","47.440603","18.979345","","","0","","","","1","",""
"1038-F01887","F01887","Kamaraerdei Ifjúsági Park","47.440728","18.979173","","","0","","","","1","",""
"1038-F01888","F01888","Repülőtér","47.444609","18.986738","","","0","","","","2","",""
"1038-F01889","F01889","Repülőtér","47.444777","18.986905","","","0","","","","2","",""
"1038-F01890","F01890","Fülőke utca","47.44543","18.991497","","","0","","","","2","",""
"1038-F01891","F01891","Fülőke utca","47.44534","18.991471","","","0","","","","2","",""
"1038-F01892","F01892","Balatoni út","47.444573","19.005406","","","0","","","","2","",""
"1038-F01893","F01893","Balatoni út","47.444402","19.005671","","","0","","","","2","",""
"1038-F01894","F01894","Kelenvölgy-Péterhegy","47.443568","19.012407","","","0","","","","2","",""
"1038-F01895","F01895","Kelenvölgy-Péterhegy","47.443505","19.012062","","","0","","","","2","",""
"1038-F01896","F01896","Kelenvölgy-Péterhegy","47.443721","19.012407","","","0","","","","1","",""
"1038-F01897","F01897","Kelenvölgy-Péterhegy","47.444422","19.012579","","","0","","","","1","",""
"1038-F01898","F01898","Kápolna út","47.446617","19.013771","","","0","","","","1","",""
"1038-F01899","F01899","Kápolna út","47.447121","19.014181","","","0","","","","1","",""
"1038-F01900","F01900","Olajfa utca","47.449577","19.015532","","","0","","","","1","",""
"1038-F01901","F01901","Olajfa utca","47.449307","19.015214","","","0","","","","1","",""
"1038-F01902","F01902","Budafoki elágazás","47.435406","19.035717","","","0","","","","2","",""
"1038-F01903","F01903","Budafoki elágazás","47.435438","19.03632","","","0","","","","2","",""
"1038-F01904","F01904","Budafoki elágazás","47.434785","19.03642","","","0","","","","2","",""
"1038-F01906","F01906","Vasút utca","47.446249","18.975877","","","0","","","","1","",""
"1038-F01907","F01907","Vasút utca","47.445871","18.976422","","","0","","","","1","",""
"1038-F01908","F01908","Repülőgépes Szolgálat","47.447338","18.978064","","","0","","","","2","",""
"1038-F01909","F01909","Repülőgépes Szolgálat","47.447733","18.976817","","","0","","","","2","",""
"1038-F01910","F01910","Repülőgépes Szolgálat","47.448461","18.975158","","","0","","","","2","",""
"1038-F01911","F01911","Repülőgépes Szolgálat","47.448254","18.975278","","","0","","","","2","",""
"1038-F01913","F01913","Budaörsi repülőtér","47.447127","18.985794","","","0","","","","1","",""
"1038-F01914","F01914","Bolygó utca","47.450899","19.01642","","","0","","","","1","",""
"1038-F01915","F01915","Alabástrom utca","47.451619","19.017984","","","0","","","","1","",""
"1038-F01916","F01916","Őrmezei út","47.454965","19.018844","","","0","","","","1","",""
"1038-F01917","F01917","Őrmezei út","47.454767","19.018553","","","0","","","","1","",""
"1038-F01918","F01918","Igmándi utca","47.456657","19.02001","","","0","","","","1","",""
"1038-F01919","F01919","Zelk Zoltán út / Neszmélyi út","47.458266","19.01936","","","0","","","","2","",""
"1038-F01920","F01920","Menyecske utca","47.459766","19.017273","","","0","","","","2","",""
"1038-F01921","F01921","Menyecske utca","47.460251","19.017379","","","0","","","","2","",""
"1038-F01922","F01922","Kérő utca","47.461924","19.015866","","","0","","","","2","",""
"1038-F01923","F01923","Kérő utca","47.462034","19.01632","","","0","","","","1","",""
"1038-F01924","F01924","Neszmélyi út","47.460194","19.01503","","","0","","","","1","",""
"1038-F01925","F01925","Sasadi út","47.466954","19.015972","","","0","","","","1","",""
"1038-F01926","F01926","Sasadi út","47.467215","19.016596","","","0","","","","1","",""
"1038-F01927","F01927","Sasadi út","47.465155","19.015363","","","0","","","","1","",""
"1038-F01928","F01928","Nagyszeben út","47.464794","19.011477","","","0","","","","1","",""
"1038-F01929","F01929","Jégvirág utca","47.46223","19.008853","","","0","","","","1","",""
"1038-F01930","F01930","Gazdagréti út","47.462111","19.004888","","","0","","","","1","",""
"1038-F01931","F01931","Gazdagréti út","47.46275","19.005922","","","0","","","","1","",""
"1038-F01932","F01932","Poprádi út","47.461354","18.999172","","","0","","","","1","",""
"1038-F01933","F01933","Poprádi út","47.461183","18.999464","","","0","","","","1","",""
"1038-F01934","F01934","Keserűvíz-forrás","47.458538","18.997345","","","0","","","","2","",""
"1038-F01935","F01935","Keserűvíz-forrás","47.458268","18.996894","","","0","","","","2","",""
"1038-F01936","F01936","Vitorlázó út","47.452427","18.990774","","","0","","","","2","",""
"1038-F01937","F01937","Vitorlázó út","47.452769","18.990932","","","0","","","","2","",""
"1038-F01938","F01938","Torma utca","47.45037","19.019682","","","0","","","","1","",""
"1038-F01940","F01940","Kecskeméti József utca","47.449183","19.02073","","","0","","","","1","",""
"1038-F01941","F01941","Duránci utca","47.451036","19.022625","","","0","","","","1","",""
"1038-F01942","F01942","Duránci utca","47.44993","19.022997","","","0","","","","1","",""
"1038-F01943","F01943","Narancs utca","47.447709","19.025411","","","0","","","","2","",""
"1038-F01944","F01944","Narancs utca","47.448167","19.02508","","","0","","","","1","",""
"1038-F01945","F01945","Gépész utca","47.45332","19.021537","","","0","","","","1","",""
"1038-F01946","F01946","Gépész utca","47.452988","19.023234","","","0","","","","1","",""
"1038-F01947","F01947","Hajtány sor","47.455281","19.024042","","","0","","","","1","",""
"1038-F01948","F01948","Hajtány sor","47.456334","19.02379","","","0","","","","1","",""
"1038-F01951","F01951","Than Károly utca","47.460943","19.025336","","","0","","","","1","",""
"1038-F01952","F01952","Borszéki utca","47.458541","19.023745","","","0","","","","1","",""
"1038-F01955","F01955","Bikás park M","47.463558","19.032845","","","0","","","","1","",""
"1038-F01956","F01956","Bikás park M","47.463783","19.032872","","","0","","","","1","",""
"1038-F01958","F01958","Bikás park M","47.464277","19.033826","","","0","","","","1","",""
"1038-F01959","F01959","Bikás park M","47.464205","19.033561","","","0","","","","1","",""
"1038-F01960","F01960","Bornemissza tér","47.458435","19.033573","","","0","","","","1","",""
"1038-F01962","F01962","Bornemissza tér","47.458278","19.033324","","","0","","","","1","",""
"1038-F01964","F01964","Csurgói út","47.455157","19.033232","","","0","","","","1","",""
"1038-F01965","F01965","Csurgói út","47.453979","19.033445","","","0","","","","1","",""
"1038-F01966","F01966","Nyírbátor utca","47.450156","19.033194","","","0","","","","1","",""
"1038-F01967","F01967","Nyírbátor utca","47.449545","19.033366","","","0","","","","1","",""
"1038-F01968","F01968","Fonyód utca / Sáfrány utca","47.444535","19.033646","","","0","","","","1","",""
"1038-F01969","F01969","Fonyód utca / Sáfrány utca","47.443905","19.033885","","","0","","","","1","",""
"1038-F01970","F01970","Albertfalva vasútállomás","47.441603","19.034191","","","0","","","","1","",""
"1038-F01972","F01972","Vegyész utca","47.442548","19.045261","","","0","","","","1","",""
"1038-F01973","F01973","Vegyész utca","47.443025","19.045685","","","0","","","","1","",""
"1038-F01974","F01974","Építész utca","47.448017","19.046334","","","0","","","","1","",""
"1038-F01975","F01975","Építész utca","47.447081","19.045923","","","0","","","","1","",""
"1038-F01976","F01976","Kondorosi út","47.449438","19.049052","","","0","","","","1","",""
"1038-F01977","F01977","Kondorosi út","47.449168","19.049119","","","0","","","","1","",""
"1038-F01980","F01980","Galvani utca","47.455407","19.051598","","","0","","","","1","",""
"1038-F01981","F01981","Galvani utca","47.455374","19.05197","","","0","","","","1","",""
"1038-F01982","F01982","Hengermalom út","47.461274","19.051692","","","0","","","","1","",""
"1038-F01983","F01983","Hengermalom út","47.461031","19.051798","","","0","","","","1","",""
"1038-F01984","F01984","Budafoki út / Dombóvári út","47.468595","19.052979","","","0","","","","1","",""
"1038-F01985","F01985","Budafoki út / Dombóvári út","47.469788","19.053309","","","0","","","","1","",""
"1038-F01986","F01986","Budafoki út / Szerémi sor","47.474361","19.052621","","","0","","","","1","",""
"1038-F01988","F01988","Budafoki út / Szerémi sor","47.473623","19.053178","","","0","","","","1","",""
"1038-F01989","F01989","Budafoki út / Szerémi sor","47.473691","19.052818","","","0","","","","1","",""
"1038-F01990","F01990","Budafoki út / Szerémi sor","47.473875","19.052847","","","0","","","","1","",""
"1038-F01991","F01991","Budafoki út / Szerémi sor","47.472823","19.052568","","","0","","","","1","",""
"1038-F01992","F01992","Budafoki út / Szerémi sor","47.474114","19.053747","","","0","","","","1","",""
"1038-F01995","F01995","Újbuda-központ M","47.473785","19.047395","","","0","","","","1","",""
"1038-F01997","F01997","Újbuda-központ M","47.474467","19.046478","","","0","","","","1","",""
"1038-F01998","F01998","Újbuda-központ M","47.474042","19.046862","","","0","","","","1","",""
"1038-F01999","F01999","Újbuda-központ M","47.4748","19.046664","","","0","","","","1","",""
"1038-F02000","F02000","Újbuda-központ M","47.474037","19.048469","","","0","","","","1","",""
"1038-F02002","F02002","Hauszmann Alajos utca","47.467917","19.043997","","","0","","","","1","",""
"1038-F02003","F02003","Hauszmann Alajos utca","47.467039","19.043919","","","0","","","","1","",""
"1038-F02004","F02004","Hauszmann Alajos utca","47.467345","19.043933","","","0","","","","1","",""
"1038-F02005","F02005","Hauszmann Alajos utca","47.467539","19.044222","","","0","","","","1","",""
"1038-F02006","F02006","Etele út / Fehérvári út","47.462695","19.040922","","","0","","","","1","",""
"1038-F02007","F02007","Etele út / Fehérvári út","47.462218","19.04274","","","0","","","","1","",""
"1038-F02008","F02008","Etele út / Fehérvári út","47.461778","19.041785","","","0","","","","1","",""
"1038-F02009","F02009","Etele út / Fehérvári út","47.463398","19.042572","","","0","","","","1","",""
"1038-F02010","F02010","Etele út / Fehérvári út","47.462639","19.042274","","","0","","","","1","",""
"1038-F02011","F02011","Etele út / Fehérvári út","47.461985","19.042262","","","0","","","","1","",""
"1038-F02012","F02012","Andor utca","47.456327","19.040194","","","0","","","","1","",""
"1038-F02013","F02013","Andor utca","47.456129","19.039889","","","0","","","","1","",""
"1038-F02014","F02014","Andor utca","47.455715","19.039836","","","0","","","","1","",""
"1038-F02015","F02015","Andor utca","47.455482","19.039558","","","0","","","","1","",""
"1038-F02016","F02016","Albertfalva kitérő","47.452172","19.038418","","","0","","","","1","",""
"1038-F02017","F02017","Albertfalva kitérő","47.452666","19.038776","","","0","","","","1","",""
"1038-F02019","F02019","Albertfalva utca","47.447926","19.037583","","","0","","","","1","",""
"1038-F02020","F02020","Albertfalva utca","47.44762","19.037371","","","0","","","","1","",""
"1038-F02021","F02021","Albertfalva utca","47.447422","19.037504","","","0","","","","1","",""
"1038-F02022","F02022","Albertfalva utca","47.447333","19.037597","","","0","","","","1","",""
"1038-F02024","F02024","Fonyód utca","47.443789","19.036908","","","0","","","","1","",""
"1038-F02025","F02025","Fonyód utca","47.443483","19.036709","","","0","","","","1","",""
"1038-F02026","F02026","Fonyód utca","47.443654","19.037001","","","0","","","","1","",""
"1038-F02027","F02027","Fonyód utca","47.443267","19.036829","","","0","","","","1","",""
"1038-F02028","F02028","Budafok kocsiszín","47.440794","19.036484","","","0","","","","1","",""
"1038-F02029","F02029","Budafok kocsiszín","47.441783","19.036577","","","0","","","","1","",""
"1038-F02030","F02030","Budafok kocsiszín","47.441324","19.036498","","","0","","","","2","",""
"1038-F02031","F02031","Budafok kocsiszín","47.441414","19.036378","","","0","","","","1","",""
"1038-F02032","F02032","Tétényi út 30.","47.466355","19.034157","","","0","","","","1","",""
"1038-F02033","F02033","Tétényi út 30.","47.466328","19.033866","","","0","","","","1","",""
"1038-F02034","F02034","Szent Imre Kórház","47.469445","19.033716","","","0","","","","1","",""
"1038-F02035","F02035","Szent Imre Kórház","47.468064","19.033839","","","0","","","","1","",""
"1038-F02037","F02037","Szent Gellért-templom","47.469151","19.024898","","","0","","","","1","",""
"1038-F02038","F02038","Szent Gellért-templom","47.468566","19.023744","","","0","","","","1","",""
"1038-F02039","F02039","Szent Gellért-templom","47.46862","19.024102","","","0","","","","1","",""
"1038-F02040","F02040","Csóka utca (Karinthy Színház)","47.470851","19.029195","","","0","","","","1","",""
"1038-F02041","F02041","Csóka utca (Karinthy Színház)","47.470734","19.028532","","","0","","","","1","",""
"1038-F02042","F02042","Csóka utca (Karinthy Színház)","47.470698","19.028585","","","0","","","","1","",""
"1038-F02043","F02043","Csóka utca (Karinthy Színház)","47.470752","19.029129","","","0","","","","1","",""
"1038-F02044","F02044","Karolina út","47.471473","19.033466","","","0","","","","1","",""
"1038-F02045","F02045","Karolina út","47.472719","19.033025","","","0","","","","1","",""
"1038-F02046","F02046","Karolina út","47.472838","19.033676","","","0","","","","1","",""
"1038-F02047","F02047","Karolina út","47.472696","19.033201","","","0","","","","1","",""
"1038-F02048","F02048","Karolina út","47.473371","19.035389","","","0","","","","1","",""
"1038-F02049","F02049","Ajnácskő utca","47.473639","19.02548","","","0","","","","1","",""
"1038-F02050","F02050","Ajnácskő utca","47.473621","19.025122","","","0","","","","1","",""
"1038-F02051","F02051","Ajnácskő utca","47.47434","19.025042","","","0","","","","1","",""
"1038-F02052","F02052","Ajnácskő utca","47.474475","19.024776","","","0","","","","1","",""
"1038-F02053","F02053","Dayka Gábor utca","47.470616","19.019684","","","0","","","","1","",""
"1038-F02054","F02054","Dayka Gábor utca","47.470427","19.020056","","","0","","","","2","",""
"1038-F02055","F02055","Nagyszeben tér","47.466609","19.005401","","","0","","","","1","",""
"1038-F02056","F02056","Nagyszeben tér","47.466326","19.005476","","","0","","","","1","",""
"1038-F02057","F02057","Frankhegy utca","47.470681","19.001312","","","0","","","","1","",""
"1038-F02058","F02058","Frankhegy utca","47.471032","19.001179","","","0","","","","1","",""
"1038-F02059","F02059","Kaptárkő utca","47.471841","18.999401","","","0","","","","1","",""
"1038-F02060","F02060","Kaptárkő utca","47.47256","18.998419","","","0","","","","1","",""
"1038-F02061","F02061","Regős utca","47.465007","19.003718","","","0","","","","1","",""
"1038-F02062","F02062","Regős utca","47.465241","19.003599","","","0","","","","1","",""
"1038-F02063","F02063","Törökugrató utca","47.466526","19.000905","","","0","","","","1","",""
"1038-F02064","F02064","Törökugrató utca","47.466814","19.000679","","","0","","","","1","",""
"1038-F02065","F02065","Szent Angyalok-templom","47.468845","18.996605","","","0","","","","1","",""
"1038-F02066","F02066","Szent Angyalok-templom","47.469213","18.996247","","","0","","","","1","",""
"1038-F02067","F02067","Tűzkő utca","47.470121","18.994813","","","0","","","","2","",""
"1038-F02068","F02068","Tűzkő utca","47.470499","18.994707","","","0","","","","2","",""
"1038-F02069","F02069","Kamaraerdei út 11.","47.442968","18.978905","","","0","","","","2","",""
"1038-F02070","F02070","Kamaraerdei út 11.","47.443076","18.978732","","","0","","","","2","",""
"1038-F02071","F02071","Telekes utca","47.473611","18.996136","","","0","","","","1","",""
"1038-F02072","F02072","Telekes utca","47.473935","18.995871","","","0","","","","1","",""
"1038-F02073","F02073","Szent Pio atya tér","47.47458","18.989847","","","0","","","","1","",""
"1038-F02074","F02074","Szent Pio atya tér","47.474966","18.989051","","","0","","","","1","",""
"1038-F02075","F02075","Irhás árok","47.47653","18.987351","","","0","","","","1","",""
"1038-F02076","F02076","Irhás árok","47.476728","18.98747","","","0","","","","1","",""
"1038-F02077","F02077","Oltvány köz","47.478133","18.99113","","","0","","","","1","",""
"1038-F02078","F02078","Oltvány köz","47.478151","18.990865","","","0","","","","1","",""
"1038-F02079","F02079","Eper utca","47.480589","18.992547","","","0","","","","1","",""
"1038-F02080","F02080","Eper utca","47.480895","18.99268","","","0","","","","1","",""
"1038-F02081","F02081","Márton Áron tér","47.481887","18.998171","","","0","","","","1","",""
"1038-F02082","F02082","Márton Áron tér","47.48168","18.999021","","","0","","","","2","",""
"1038-F02083","F02083","Márton Áron tér","47.4815","18.998888","","","0","","","","1","",""
"1038-F02084","F02084","Márton Áron tér","47.481923","18.998861","","","0","","","","1","",""
"1038-F02085","F02085","Márton Áron tér","47.481977","18.999233","","","0","","","","1","",""
"1038-F02086","F02086","Zajzon utca","47.479837","19.000721","","","0","","","","2","",""
"1038-F02087","F02087","Zajzon utca","47.479379","19.001132","","","0","","","","2","",""
"1038-F02088","F02088","Tömös utca","47.47791","19.002349","","","0","","","","1","",""
"1038-F02089","F02089","Tömös utca","47.477581","19.002766","","","0","","","","1","",""
"1038-F02090","F02090","Nagyszalonta köz","47.475274","19.004363","","","0","","","","1","",""
"1038-F02091","F02091","Nagyszalonta köz","47.475526","19.003867","","","0","","","","1","",""
"1038-F02092","F02092","Bereck utca","47.473104","19.008248","","","0","","","","2","",""
"1038-F02093","F02093","Bereck utca","47.47367","19.007651","","","0","","","","1","",""
"1038-F02094","F02094","Sümegvár utca","47.469732","19.012867","","","0","","","","1","",""
"1038-F02095","F02095","Sümegvár utca","47.46913","19.013398","","","0","","","","2","",""
"1038-F02096","F02096","Süveg utca","47.48135","19.004766","","","0","","","","1","",""
"1038-F02097","F02097","Süveg utca","47.481431","19.004925","","","0","","","","2","",""
"1038-F02098","F02098","Süveg utca","47.481296","19.004593","","","0","","","","1","",""
"1038-F02099","F02099","Süveg utca","47.481197","19.0047","","","0","","","","2","",""
"1038-F02100","F02100","Farkasréti temető","47.483923","19.005374","","","0","","","","2","",""
"1038-F02101","F02101","Farkasréti temető","47.484282","19.005679","","","0","","","","2","",""
"1038-F02102","F02102","Farkasréti temető","47.48377","19.006223","","","0","","","","1","",""
"1038-F02103","F02103","Farkasréti temető","47.483662","19.005852","","","0","","","","1","",""
"1038-F02104","F02104","Hegytető utca","47.484428","19.009288","","","0","","","","1","",""
"1038-F02105","F02105","Hegytető utca","47.484644","19.009871","","","0","","","","1","",""
"1038-F02106","F02106","Sion lépcső","47.485203","19.015961","","","0","","","","1","",""
"1038-F02107","F02107","Sion lépcső","47.485392","19.016943","","","0","","","","1","",""
"1038-F02108","F02108","Breznó lépcső","47.484179","19.020632","","","0","","","","2","",""
"1038-F02109","F02109","Breznó lépcső","47.483792","19.021017","","","0","","","","2","",""
"1038-F02110","F02110","Zólyomi út","47.483244","19.022835","","","0","","","","1","",""
"1038-F02111","F02111","Zólyomi út","47.483442","19.022848","","","0","","","","1","",""
"1038-F02112","F02112","BAH-csomópont","47.486761","19.023152","","","0","","","","1","",""
"1038-F02113","F02113","Fehérló utca","47.478154","19.025717","","","0","","","","2","",""
"1038-F02114","F02114","Fehérló utca","47.478271","19.025398","","","0","","","","2","",""
"1038-F02115","F02115","Alsóhegy utca","47.482941","19.03009","","","0","","","","1","",""
"1038-F02116","F02116","Alsóhegy utca","47.482702","19.030463","","","0","","","","1","",""
"1038-F02117","F02117","Alsóhegy utca","47.482829","19.030673","","","0","","","","1","",""
"1038-F02118","F02118","Alsóhegy utca","47.482679","19.030252","","","0","","","","1","",""
"1038-F02119","F02119","Alsóhegy utca","47.482193","19.030173","","","0","","","","1","",""
"1038-F02120","F02120","Alsóhegy utca","47.482022","19.029947","","","0","","","","1","",""
"1038-F02121","F02121","Diószegi út (Vérellátó Szolgálat)","47.478434","19.031872","","","0","","","","1","",""
"1038-F02122","F02122","Diószegi út (Vérellátó Szolgálat)","47.478614","19.031487","","","0","","","","1","",""
"1038-F02123","F02123","Vincellér utca","47.476663","19.03572","","","0","","","","1","",""
"1038-F02124","F02124","Vincellér utca","47.476285","19.035932","","","0","","","","1","",""
"1038-F02125","F02125","Szüret utca","47.480365","19.035769","","","0","","","","1","",""
"1038-F02126","F02126","Szüret utca","47.480283","19.036129","","","0","","","","1","",""
"1038-F02127","F02127","Szüret utca","47.480185","19.036537","","","0","","","","1","",""
"1038-F02128","F02128","Szüret utca","47.479955","19.037364","","","0","","","","1","",""
"1038-F02129","F02129","Szüret utca","47.480557","19.036674","","","0","","","","1","",""
"1038-F02130","F02130","Iglói utca","47.483526","19.039739","","","0","","","","1","",""
"1038-F02131","F02131","Iglói utca","47.483292","19.040535","","","0","","","","1","",""
"1038-F02132","F02132","Balogh Tihamér utca","47.481853","19.042897","","","0","","","","1","",""
"1038-F02133","F02133","Balogh Tihamér utca","47.481898","19.042989","","","0","","","","1","",""
"1038-F02134","F02134","Kelenhegyi lépcső","47.481241","19.045152","","","0","","","","1","",""
"1038-F02135","F02135","Kelenhegyi lépcső","47.482003","19.045375","","","0","","","","1","",""
"1038-F02136","F02136","Rezeda utca","47.483418","19.043467","","","0","","","","1","",""
"1038-F02137","F02137","Rezeda utca","47.48328","19.043544","","","0","","","","1","",""
"1038-F02138","F02138","Búsuló Juhász (Citadella)","47.485172","19.040614","","","0","","","","1","",""
"1038-F02142","F02142","Szent Gellért tér - Műegyetem M","47.482896","19.053776","","","0","","","","1","",""
"1038-F02143","F02143","Szent Gellért tér - Műegyetem M","47.48286","19.053922","","","0","","","","1","",""
"1038-F02144","F02144","Szent Gellért tér - Műegyetem M","47.482482","19.05294","","","0","","","","1","",""
"1038-F02145","F02145","Szent Gellért tér - Műegyetem M","47.482393","19.052569","","","0","","","","1","",""
"1038-F02146","F02146","Tas vezér utca","47.478854","19.040156","","","0","","","","1","",""
"1038-F02147","F02147","Tas vezér utca","47.478818","19.040577","","","0","","","","1","",""
"1038-F02148","F02148","Gárdonyi tér","47.479991","19.051428","","","0","","","","1","",""
"1038-F02149","F02149","Gárdonyi tér","47.480522","19.051932","","","0","","","","1","",""
"1038-F02150","F02150","Móricz Zsigmond körtér M","47.47696","19.049782","","","0","","","","1","",""
"1038-F02152","F02152","Budafoki út / Karinthy Frigyes út","47.476872","19.053383","","","0","","","","2","",""
"1038-F02153","F02153","Budafoki út / Karinthy Frigyes út","47.47585","19.054105","","","0","","","","1","",""
"1038-F02154","F02154","Budafoki út / Karinthy Frigyes út","47.476048","19.053455","","","0","","","","1","",""
"1038-F02155","F02155","Budafoki út / Karinthy Frigyes út","47.475412","19.053165","","","0","","","","2","",""
"1038-F02156","F02156","Budafoki út / Karinthy Frigyes út","47.476169","19.052582","","","0","","","","1","",""
"1038-F02157","F02157","Lőportorony utca","47.45189","19.050709","","","0","","","","2","",""
